bathrooms,bedrooms,price,square_feet,category_encoded,amenities_encoded,has_photo_encoded,pets_allowed_encoded,cityname_encoded,state_encoded,source_encoded
1,1,899,571,0,2135,1,3,966,43,9
1,1,821,571,0,1538,1,3,1242,43,9
1,1,776,571,0,1741,1,1,321,4,9
1,2,1400,572,0,1294,1,1,904,23,9
1,2,1385,572,0,2227,1,1,1223,4,9
1,1,1328,572,0,1538,1,3,69,43,9
1,1,980,572,0,808,1,1,634,43,9
1,1,670,572,0,1741,1,1,645,24,9
1,1,395,572,0,2135,1,1,1169,12,9
1,3,2320,573,0,336,2,1,103,47,8
1,2,2120,573,0,336,2,1,699,47,8
1,1,974,573,0,1098,1,2,1154,31,9
1,2,840,573,0,1766,1,3,1431,14,9
1,1,795,573,0,2135,1,1,1101,41,9
1,1,546,573,0,1117,1,3,634,43,9
1,2,1300,574,0,1025,1,1,1573,51,9
1,2,1220,574,0,1734,1,3,250,14,9
1,1,825,574,0,2218,1,3,69,43,9
1,1,803,574,0,2135,1,3,1242,43,9
1,1,3699,575,0,275,2,3,792,4,8
1,2,2695,575,0,1690,1,1,1246,4,9
1,1,1725,575,0,2135,1,1,792,4,9
1,1,1650,575,0,2183,1,3,1083,4,8
1,2,1534,575,0,768,1,1,272,14,9
1,1,1022,575,0,864,1,1,272,14,9
1,1,965,575,0,1753,1,3,69,43,9
1,1,925,575,0,1191,1,0,904,23,9
1,1,920,575,0,1495,1,3,69,43,9
1,1,899,575,0,1213,1,3,1502,15,9
1,1,899,575,0,1734,1,1,279,35,9
1,1,875,575,0,2227,1,1,351,43,8
1,3,775,575,0,452,1,1,227,27,9
1,1,750,575,0,2251,2,3,1545,46,8
1,1,739,575,0,2135,1,3,279,35,3
1,1,684,575,0,2191,1,3,291,35,8
1,1,635,575,0,2237,1,3,1345,24,9
1,1,620,575,0,1422,1,3,1302,18,8
1,1,505,575,0,1053,1,1,681,24,9
1,1,2495,576,0,2135,1,1,792,4,9
1,1,1265,576,0,2135,1,1,536,5,9
1,1,1106,576,0,2135,1,3,1360,6,9
1,1,1040,576,0,1415,1,3,746,43,9
1,1,975,576,0,1190,1,0,904,23,9
1,1,850,576,0,1753,1,3,69,43,9
1,1,825,576,0,2135,1,1,1516,22,9
1,1,819,576,0,2139,1,1,1569,22,9
1,1,798,576,0,1045,1,1,704,42,9
1,1,750,576,0,2135,1,3,933,47,9
1,1,730,576,0,1155,1,1,987,45,8
1,2,725,576,0,2135,1,0,532,34,9
1,1,640,576,0,2135,1,0,30,12,9
1,1,630,576,0,2135,1,3,331,47,9
1,1,3795,577,0,1793,1,1,1246,4,9
1,2,2110,577,0,2135,1,1,1467,7,9
1,1,1175,577,0,664,1,1,1443,47,9
1,1,1120,577,0,1252,1,1,1443,47,9
1,1,749,577,0,2199,1,1,634,43,9
1,1,660,577,0,1014,1,1,634,43,9
1,1,1250,578,0,1029,1,3,250,14,9
1,1,825,578,0,2135,1,1,1040,29,9
1,1,745,578,0,2135,1,1,463,22,9
1,1,625,578,0,1754,1,1,1242,43,9
1,2,1785,579,0,2135,1,0,1284,47,9
1,1,1670,579,0,2064,1,3,69,43,9
1,1,1325,579,0,2135,1,1,1381,47,9
1,1,1220,579,0,1753,1,3,69,43,9
1,1,1100,579,0,1740,1,1,1183,4,9
1,2,1050,579,0,1790,1,1,351,43,9
1,1,1015,579,0,1753,1,3,69,43,9
1,1,930,579,0,1754,1,1,1242,43,9
1,1,863,579,0,1864,1,3,1242,43,9
1,1,450,579,0,1672,1,2,634,43,9
1,2,2150,580,0,2135,1,1,272,14,9
1,1,2050,580,0,1550,1,1,1002,4,9
1,2,2036,580,0,348,1,3,792,4,8
1,1,1530,580,0,2252,2,3,699,47,8
1,1,1450,580,0,2135,1,1,465,22,9
1,1,1326,580,0,2135,1,1,732,5,9
1,1,1270,580,0,2135,1,1,206,47,9
1,1,1267,580,0,44,1,1,732,5,8
1,1,1259,580,0,2135,1,1,1017,5,9
1,1,1150,580,0,2229,1,1,634,43,9
1,2,1125,580,0,1582,1,1,1242,43,9
1,1,1030,580,0,98,2,1,1031,31,8
1,1,950,580,0,2135,1,1,1452,14,9
1,1,915,580,0,1766,1,3,1336,33,8
1,1,875,580,0,1538,1,1,34,0,9
1,1,849,580,0,2135,1,1,1242,43,9
1,1,825,580,0,724,1,1,83,18,9
1,0,750,580,0,2135,1,1,1528,16,9
1,1,675,580,0,1670,1,1,1502,15,9
1,1,635,580,0,1760,1,1,721,15,9
1,1,1845,581,0,1572,1,1,69,43,9
1,2,1499,581,0,1995,2,3,873,47,8
1,1,1150,581,0,2227,1,3,69,43,9
1,1,1145,581,0,1088,1,1,286,9,9
1,1,1145,581,0,2048,2,3,1037,36,8
1,1,1073,581,0,1765,1,1,681,24,9
1,1,975,581,0,2135,1,1,55,5,9
1,1,900,581,0,2135,1,1,926,23,9
1,1,799,581,0,701,1,1,634,43,9
1,2,1695,582,0,1573,1,1,895,6,9
1,2,1570,582,0,2135,1,0,1098,38,9
1,2,1355,582,0,2135,1,3,76,20,8
1,1,1126,582,0,2092,1,3,69,43,9
1,1,725,582,0,1084,1,1,30,12,9
1,2,2085,583,0,2135,1,0,1284,47,9
1,1,1650,583,0,1961,1,3,792,4,8
1,1,1189,583,0,2155,1,1,622,38,8
1,1,1150,583,0,2164,2,3,1416,31,8
1,1,1093,583,0,2155,1,3,622,38,8
1,1,900,583,0,25,1,3,1216,43,9
1,1,875,583,0,2135,1,0,908,16,9
1,1,1032,584,0,1753,1,3,1097,43,9
1,1,2349,585,0,2190,2,3,784,4,8
1,1,2000,585,0,665,1,1,502,4,9
1,0,1620,585,0,2135,1,1,69,43,9
1,1,1495,585,0,892,1,1,1134,37,9
1,3,1380,585,0,2135,1,0,363,10,9
1,2,1317,585,0,1075,1,3,60,10,9
1,1,1300,585,0,2135,1,0,1134,37,9
1,1,1089,585,0,1314,1,1,279,35,9
1,1,1080,585,0,1421,1,1,201,27,8
1,1,1050,585,0,1553,1,1,291,35,9
1,2,985,585,0,994,1,1,279,35,9
1,2,755,585,0,1029,1,3,250,14,9
1,1,700,585,0,2099,1,3,634,43,9
1,1,675,585,0,2135,1,1,1272,22,9
1,1,660,585,0,2135,1,1,1272,22,9
1,1,575,585,0,2135,1,3,83,18,9
1,1,545,585,0,1190,1,1,449,15,9
1,1,1510,586,0,2135,1,1,33,4,9
1,1,1495,586,0,2135,1,3,1284,47,9
1,1,1419,586,0,2135,1,3,1074,4,9
1,1,1215,586,0,2164,1,1,60,10,9
1,1,1184,586,0,2135,1,3,69,43,9
1,3,1126,586,0,765,1,1,265,31,9
1,1,1027,586,0,1724,1,1,69,43,9
1,1,830,586,0,2135,1,3,757,43,9
1,2,1246,587,0,648,1,1,864,42,9
1,1,1170,587,0,1582,1,1,1242,43,9
1,1,849,587,0,1327,1,1,302,43,9
1,1,815,587,0,1538,1,3,1242,43,9
1,1,529,587,0,259,1,1,1398,43,8
1,1,224,587,0,1733,1,3,363,15,9
1,1,1750,588,0,2100,1,3,69,43,9
1,1,1515,588,0,2135,1,1,351,43,9
1,1,1135,588,0,2135,1,3,1443,47,9
1,1,1075,588,0,2135,1,0,105,47,9
1,1,800,588,0,1744,1,1,1233,24,9
1,1,1775,589,0,2135,1,1,712,4,9
1,2,1256,589,0,2227,1,1,817,45,9
1,1,1220,589,0,657,1,1,995,45,8
1,1,1199,589,0,1754,1,1,1385,9,9
1,1,779,589,0,2135,1,3,1405,35,8
1,1,1250,590,0,1720,1,3,929,4,9
1,1,1191,590,0,2003,1,3,69,43,9
1,1,1130,590,0,2135,1,3,69,43,9
1,1,998,590,0,2135,1,1,35,40,9
1,1,976,590,0,1370,1,3,242,43,9
1,1,825,590,0,2135,1,1,429,29,9
1,3,665,590,0,528,1,1,766,29,9
1,1,1409,591,0,1572,1,1,69,43,9
1,1,1360,591,0,1753,1,3,69,43,9
1,2,1230,591,0,1344,1,1,351,43,9
1,1,1080,591,0,2164,1,1,634,43,9
1,1,1668,592,0,2019,1,3,69,43,9
1,1,1230,592,0,1582,1,1,1242,43,9
1,1,1226,592,0,2108,1,3,1233,24,9
1,1,1140,592,0,2135,1,1,69,43,9
1,1,1110,592,0,2135,1,3,608,15,9
1,1,1036,592,0,953,1,1,67,5,9
1,1,815,592,0,842,1,1,550,43,9
1,3,745,592,0,808,1,1,1345,24,9
1,0,1599,593,0,2135,1,1,52,45,7
1,1,1192,593,0,2135,1,3,634,43,9
1,1,1180,593,0,2136,1,3,133,20,8
1,1,1095,593,0,1659,1,1,138,15,9
1,2,1095,593,0,1274,1,1,869,48,9
1,1,960,593,0,2135,1,1,1393,3,9
1,1,932,593,0,1695,1,1,351,43,9
1,1,870,593,0,2096,1,3,69,43,9
1,1,599,593,0,2135,1,1,696,42,9
1,0,1800,594,0,295,1,3,1083,4,8
1,1,1146,594,0,797,1,1,634,43,9
1,1,1100,594,0,98,2,1,1031,31,8
1,1,1091,594,0,2021,1,3,1242,43,9
1,1,1082,594,0,2136,1,3,1109,38,9
1,1,1009,594,0,1538,1,3,1242,43,9
1,3,791,594,0,745,1,1,761,17,9
1,1,750,594,0,963,1,1,351,43,9
1,1,735,594,0,2199,1,1,634,43,9
1,1,665,594,0,1154,1,1,357,12,9
1,1,1561,595,0,2135,1,3,69,43,9
1,3,1559,595,0,1520,1,3,1201,20,8
1,1,1300,595,0,2135,1,3,258,27,9
1,2,1175,595,0,2135,1,0,809,48,9
1,1,1138,595,0,2098,1,1,369,5,8
1,1,850,595,0,2135,1,1,1345,24,9
1,2,810,595,0,1538,1,3,250,14,9
1,1,425,595,0,2135,1,1,459,24,9
1,2,1207,596,0,2044,1,3,351,43,8
1,1,1141,596,0,2135,1,0,351,43,9
1,1,800,596,0,919,1,1,1345,24,9
1,1,1260,597,0,2135,1,3,69,43,9
1,3,1210,597,0,1496,1,3,69,43,9
1,1,922,597,0,2078,2,1,447,43,8
1,1,915,597,0,2135,1,3,1242,43,9
1,3,860,597,0,2135,1,3,1242,43,9
1,1,849,597,0,1503,1,3,520,43,9
1,1,788,597,0,793,1,1,310,43,9
1,1,750,597,0,2135,1,3,30,12,9
1,1,3599,598,0,2135,1,3,1246,4,9
1,1,1431,598,0,2157,1,3,434,31,8
1,1,1268,598,0,1753,1,3,904,23,9
1,1,1011,598,0,2164,1,1,60,10,9
1,1,780,598,0,2164,2,3,447,43,8
1,1,619,598,0,127,1,1,787,43,8
1,3,1270,599,0,2135,1,3,69,43,9
1,3,1260,599,0,2135,1,1,69,43,9
1,1,734,599,0,2135,1,1,634,43,9
1,1,3900,600,0,2042,2,3,1266,4,8
1,1,3695,600,0,1778,1,1,1246,4,9
1,1,2995,600,0,2135,1,3,1159,4,9
1,1,2800,600,0,2135,1,1,1070,4,9
1,1,2800,600,0,2135,1,3,1028,4,9
1,1,2640,600,0,1583,1,1,376,22,9
1,1,2366,600,0,1535,2,3,835,4,8
1,1,2295,600,0,1793,1,3,1070,4,9
1,1,2250,600,0,2135,1,3,116,4,9
1,2,2210,600,0,2135,1,1,1573,51,9
1,1,2145,600,0,2135,1,1,792,4,9
1,1,2095,600,0,2182,1,3,1266,4,8
1,1,2050,600,0,2135,1,3,1028,4,9
1,2,1865,600,0,2135,1,1,293,31,9
1,1,1865,600,0,610,1,1,52,45,9
1,1,1750,600,0,2135,1,1,386,31,9
1,1,1742,600,0,2136,1,1,1245,4,9
1,2,1700,600,0,2135,1,1,624,11,9
1,0,1700,600,0,1801,2,3,667,31,8
1,1,1695,600,0,2135,1,3,1284,47,9
1,1,1650,600,0,2135,1,3,141,13,9
1,1,1645,600,0,169,1,1,1513,31,8
1,1,1595,600,0,2135,1,1,792,4,9
1,0,1585,600,0,2135,1,1,792,4,9
1,2,1550,600,0,2135,1,0,1317,47,9
1,2,1550,600,0,1298,1,1,904,23,9
1,1,1460,600,0,2135,1,0,272,14,9
1,1,1460,600,0,318,1,1,1100,4,8
1,1,1450,600,0,2135,1,1,1098,38,9
1,1,1425,600,0,2135,1,1,1098,38,9
1,1,1400,600,0,2135,1,0,1134,37,9
1,2,1400,600,0,1559,1,1,138,23,9
1,2,1399,600,0,2175,1,3,34,0,9
1,1,1385,600,0,714,1,1,805,47,9
1,1,1360,600,0,1663,1,3,1177,47,8
1,2,1355,600,0,642,1,1,904,23,9
1,1,1350,600,0,1754,1,1,69,43,9
1,1,1350,600,0,2135,1,3,1284,47,9
1,1,1350,600,0,2135,1,1,272,14,9
1,0,1345,600,0,2135,1,3,1467,7,9
1,1,1335,600,0,1663,1,3,1177,47,8
1,1,1333,600,0,1857,2,3,805,47,8
1,1,1295,600,0,640,1,3,809,48,9
1,1,1260,600,0,1663,2,1,1177,47,8
1,1,1260,600,0,1663,2,3,1177,47,8
1,3,1250,600,0,660,1,1,1393,3,9
1,1,1250,600,0,1286,1,1,481,5,9
1,1,1200,600,0,2244,2,3,1083,20,8
1,1,1171,600,0,209,1,1,834,10,8
1,1,1170,600,0,7,2,3,1322,30,8
1,1,1150,600,0,2135,1,1,1134,37,9
1,1,1148,600,0,1753,1,3,69,43,9
1,1,1125,600,0,2135,1,3,69,43,9
1,1,1125,600,0,2135,1,0,369,5,9
1,1,1125,600,0,1210,1,0,809,48,9
1,1,1095,600,0,2135,1,1,1134,37,9
1,1,1095,600,0,2135,1,1,1134,37,9
1,1,1095,600,0,2175,1,3,1541,9,9
1,1,1095,600,0,2167,1,3,482,9,9
1,1,1075,600,0,2078,1,3,69,43,9
1,1,1075,600,0,2135,1,1,69,43,9
1,1,1055,600,0,684,1,1,890,43,9
1,1,1050,600,0,2135,1,1,774,5,9
1,1,1050,600,0,1051,1,0,306,35,9
1,1,1040,600,0,943,1,1,1035,43,9
1,1,1040,600,0,981,1,1,306,35,9
1,1,1032,600,0,1753,1,3,69,43,9
1,1,1025,600,0,2135,1,1,69,43,9
1,1,1009,600,0,2111,1,1,1050,9,9
1,1,1000,600,0,1538,1,1,34,0,9
1,1,1000,600,0,1688,1,3,729,9,0
1,1,995,600,0,1495,1,3,1097,43,9
1,1,995,600,0,2135,1,3,69,43,9
1,2,995,600,0,640,1,1,1450,48,9
1,1,995,600,0,290,1,1,1269,9,8
1,2,980,600,0,1957,1,3,1502,15,9
0,1,974,600,0,2135,1,3,69,43,9
1,1,963,600,0,2135,1,1,834,10,9
1,2,950,600,0,2135,1,1,318,38,9
1,2,949,600,0,2230,1,3,242,43,9
1,1,925,600,0,2135,1,3,1240,44,9
1,1,905,600,0,2135,1,3,69,43,9
1,1,899,600,0,387,1,3,69,43,9
1,1,895,600,0,2135,1,1,661,9,9
1,1,895,600,0,2065,1,3,1242,43,9
1,2,880,600,0,2135,1,3,743,16,9
1,1,870,600,0,2136,1,3,351,43,8
1,1,850,600,0,690,1,1,491,43,9
1,1,850,600,0,2135,1,0,138,15,9
1,1,849,600,0,1538,1,3,1242,43,9
1,1,840,600,0,996,1,1,1040,29,9
1,1,835,600,0,1072,1,1,634,43,9
1,1,830,600,0,1538,1,3,1242,43,9
1,1,830,600,0,1765,1,1,1233,24,9
1,1,825,600,0,2135,1,3,264,47,9
1,1,825,600,0,2237,1,3,551,22,9
1,1,825,600,0,1562,1,3,1109,38,9
1,1,815,600,0,2078,2,3,397,27,8
1,1,814,600,0,2135,1,1,197,27,9
1,1,810,600,0,2135,1,0,1196,23,9
1,1,809,600,0,2135,1,1,1233,24,9
1,1,800,600,0,1662,1,1,681,24,9
1,2,795,600,0,2135,1,2,256,49,9
1,2,789,600,0,1774,1,1,1569,22,9
1,1,780,600,0,2125,1,1,360,9,9
1,1,775,600,0,1002,1,1,739,33,9
1,1,765,600,0,487,1,1,1497,12,9
1,1,755,600,0,1296,1,1,661,9,9
1,1,750,600,0,1741,1,1,138,15,9
1,2,750,600,0,195,0,3,1037,36,8
1,1,750,600,0,384,2,0,1109,38,8
1,1,740,600,0,1182,1,3,138,15,9
1,1,740,600,0,2135,1,3,125,22,9
1,1,740,600,0,2135,1,3,125,22,9
1,1,735,600,0,2038,1,0,351,43,8
1,1,735,600,0,2038,1,3,351,43,8
1,1,725,600,0,1208,1,1,138,15,9
1,1,725,600,0,2175,1,3,190,34,9
1,1,720,600,0,771,1,1,576,35,9
1,2,712,600,0,1766,1,1,1431,14,9
1,1,710,600,0,1681,1,1,372,12,9
1,1,704,600,0,2227,2,3,52,43,8
1,1,700,600,0,2136,1,0,838,22,9
1,1,700,600,0,1158,1,1,138,15,9
1,2,700,600,0,2135,1,1,1220,18,9
1,0,700,600,0,1572,1,0,737,22,3
1,1,699,600,0,1075,1,1,444,22,9
1,1,699,600,0,2135,1,1,1242,43,9
1,1,695,600,0,1029,1,3,138,15,9
1,1,695,600,0,2135,1,1,1040,29,9
1,1,690,600,0,1051,1,1,1233,24,9
1,1,675,600,0,283,1,1,739,33,8
0,1,650,600,0,2135,1,1,1200,14,9
1,1,645,600,0,2135,1,1,529,3,9
1,1,645,600,0,2135,1,0,30,12,9
1,3,639,600,0,534,1,1,647,15,9
1,1,635,600,0,2253,0,1,279,35,8
1,1,615,600,0,2135,1,3,30,12,9
1,1,605,600,0,1258,1,1,773,2,9
1,2,599,600,0,283,1,1,739,33,8
1,2,599,600,0,283,1,1,739,33,8
1,2,599,600,0,283,1,1,739,33,8
1,1,589,600,0,2135,1,1,1420,36,9
1,1,580,600,0,1024,1,1,634,43,9
1,1,575,600,0,2175,1,1,681,16,9
1,1,550,600,0,2135,1,1,143,12,9
1,1,550,600,0,2237,1,3,609,22,0
1,1,539,600,0,1766,1,0,250,14,9
1,1,509,600,0,1090,1,1,425,17,9
1,1,500,600,0,2135,1,3,584,43,9
1,1,500,600,0,2246,2,3,359,35,8
1,1,495,600,0,1583,1,3,1233,24,9
1,2,495,600,0,2135,1,3,906,28,9
1,1,450,600,0,2135,1,1,419,16,9
1,2,1474,601,0,759,1,1,537,23,9
1,1,1285,601,0,1572,1,1,69,43,9
1,1,1250,601,0,1357,1,3,69,43,9
1,1,860,601,0,673,2,1,447,43,8
1,1,2835,602,0,899,1,1,146,19,9
1,1,1305,602,0,2169,1,1,265,31,8
1,1,1110,602,0,98,2,1,1031,31,8
1,1,905,602,0,1753,1,3,69,43,9
1,1,780,602,0,1961,1,1,634,43,9
1,2,605,602,0,1561,1,3,902,48,9
1,2,2250,603,0,2135,1,0,784,4,9
1,1,2000,603,0,1793,1,3,1284,47,9
1,1,1450,603,0,2035,1,3,559,20,8
1,1,1299,603,0,887,1,3,305,24,9
1,1,1200,603,0,1667,1,1,83,18,9
1,1,1150,603,0,1685,1,1,105,47,9
1,1,1130,603,0,2135,1,3,69,43,9
1,1,1085,603,0,1753,1,3,69,43,9
1,2,1075,603,0,1015,1,1,491,43,9
1,1,915,603,0,2227,1,1,634,43,9
1,1,860,603,0,2135,1,1,69,43,9
1,1,750,603,0,2135,1,1,239,12,9
1,1,2000,604,0,2135,1,1,1284,47,9
1,2,1720,604,0,2135,1,3,1284,47,9
1,1,1409,604,0,1724,1,1,69,43,9
1,3,1005,604,0,2135,1,1,457,28,9
1,1,950,604,0,2135,1,1,1421,1,9
1,1,890,604,0,2183,1,3,69,43,9
1,1,1449,605,0,2135,1,1,1134,37,9
1,1,1395,605,0,2135,1,1,1134,37,9
1,1,1094,605,0,1916,1,1,304,5,9
1,1,1050,605,0,2135,1,1,115,2,9
1,1,965,605,0,2135,1,1,547,22,9
1,1,675,605,0,1745,1,1,552,24,9
1,4,557,605,0,506,1,1,1345,24,9
1,1,1730,606,0,2135,1,1,351,43,9
1,3,1530,606,0,1754,1,1,52,45,9
1,0,1530,606,0,2135,1,1,52,45,7
1,1,1295,606,0,2135,1,3,1134,37,9
1,1,895,606,0,1633,1,1,34,0,9
1,1,1300,607,0,2135,1,1,1185,45,9
1,1,1149,607,0,1754,1,1,1242,43,9
1,1,959,607,0,1538,1,3,1251,43,9
1,1,675,607,0,2135,1,1,305,40,9
1,1,1176,608,0,2085,1,3,69,43,9
1,1,975,608,0,2135,1,1,69,43,9
1,1,877,608,0,1753,1,3,1097,43,9
1,1,800,608,0,1210,1,0,902,48,9
1,1,775,608,0,859,1,1,902,48,9
1,1,575,608,0,2135,1,3,1037,36,9
1,1,4195,609,0,1778,1,1,1246,4,9
1,1,1860,609,0,1845,0,3,103,47,8
1,1,1500,609,0,921,1,1,397,27,9
1,1,1355,609,0,1760,1,1,634,43,9
1,2,1135,609,0,714,1,2,1157,23,9
1,2,1045,609,0,614,1,0,809,48,9
1,1,970,609,0,741,1,1,1012,44,9
1,1,2000,610,0,1218,1,1,502,4,9
1,1,1870,610,0,741,1,1,776,4,9
1,2,1808,610,0,1970,1,3,784,4,8
1,1,1745,610,0,2135,1,1,1495,4,9
1,1,1150,610,0,1753,1,3,69,43,9
1,1,1000,610,0,2237,1,3,729,9,3
1,1,975,610,0,1014,1,1,890,43,9
1,1,966,610,0,1418,2,3,1155,27,8
1,1,930,610,0,1753,1,3,69,43,9
1,1,805,610,0,287,0,1,304,5,8
1,1,745,610,0,2135,2,3,447,43,8
1,1,685,610,0,1760,1,3,721,15,9
1,1,665,610,0,1979,1,1,1303,35,3
1,1,650,610,0,63,1,1,562,27,8
1,1,550,610,0,2175,1,1,721,15,9
1,1,2700,611,0,394,1,3,257,19,8
1,1,2060,611,0,2151,1,3,272,14,9
1,2,1299,611,0,2135,1,3,69,43,9
1,2,1089,611,0,2227,1,1,60,10,9
1,1,1049,611,0,2199,1,3,69,43,9
1,3,880,611,0,2135,1,1,546,28,9
1,1,878,611,0,1538,1,3,1242,43,9
1,3,825,611,0,2135,1,1,457,28,9
1,1,790,611,0,1538,1,0,34,0,9
1,1,551,611,0,2175,1,3,1109,38,9
1,2,1735,612,0,1754,1,1,69,43,9
1,3,1726,612,0,2135,1,3,69,43,9
1,1,1686,612,0,1572,1,1,69,43,9
1,1,1369,612,0,322,1,3,895,30,8
1,1,1235,612,0,883,1,1,809,48,9
1,1,1097,612,0,2135,1,3,1242,43,9
1,2,1070,612,0,613,1,1,809,48,9
1,1,1039,612,0,2135,1,3,1242,43,9
1,1,980,612,0,1233,1,1,1240,44,9
1,1,649,612,0,1745,1,1,634,43,9
1,1,520,612,0,259,1,3,1398,43,8
1,1,3395,613,0,1793,1,1,1246,4,9
1,1,2187,613,0,2213,1,3,1083,4,8
1,1,2100,613,0,1754,1,3,1353,22,9
1,2,2096,613,0,2135,1,0,529,4,9
1,3,1924,613,0,1619,1,3,1179,45,9
1,1,1700,613,0,2113,1,3,33,4,9
1,1,1499,613,0,1698,1,1,1385,9,9
1,1,1200,613,0,2136,1,1,1098,38,9
1,2,1200,613,0,1093,1,1,634,43,9
1,1,965,613,0,1754,1,1,1242,43,9
1,1,895,613,0,685,1,1,1353,22,9
1,1,853,613,0,1538,1,3,1242,43,9
1,1,853,613,0,667,1,1,1296,22,9
1,1,3486,614,0,2135,1,3,1246,4,9
1,1,2287,614,0,1223,0,3,667,31,8
1,1,1965,614,0,1792,2,1,784,4,8
1,1,1940,614,0,1792,1,3,784,4,8
1,1,1815,614,0,1581,1,1,272,14,9
1,1,1295,614,0,2135,1,1,1240,44,9
1,1,1065,614,0,1014,1,1,634,43,9
1,4,899,614,0,1069,1,3,250,14,9
1,1,590,614,0,1006,1,1,634,43,9
1,1,1649,615,0,2038,1,3,371,20,8
1,1,1350,615,0,2135,1,1,22,4,9
1,1,1295,615,0,2135,1,1,1134,37,9
1,3,1236,615,0,1538,1,3,1242,43,9
1,1,990,615,0,2187,2,1,997,36,8
1,1,975,615,0,1754,1,1,1242,43,9
1,1,950,615,0,771,1,1,138,15,9
1,1,695,615,0,1656,1,1,681,24,9
1,1,595,615,0,2135,1,3,672,2,9
1,1,575,615,0,1153,1,1,681,16,9
1,1,535,615,0,2135,1,3,584,43,9
1,1,1451,616,0,1999,1,3,69,43,9
1,1,1235,616,0,1426,2,3,1307,20,8
1,1,1225,616,0,408,2,3,1527,4,8
1,3,1219,616,0,1077,1,0,643,20,9
1,1,1110,616,0,2135,1,3,351,43,8
1,1,1025,616,0,866,1,1,1545,48,9
1,1,778,616,0,2135,1,3,681,24,9
1,1,1935,617,0,2186,1,1,699,47,8
1,1,1365,617,0,2164,1,1,1099,3,9
1,1,1239,617,0,313,1,1,818,30,8
1,1,635,617,0,1078,1,1,1203,27,9
1,1,1325,618,0,425,1,1,1560,19,9
1,1,1109,618,0,2146,1,1,634,43,9
1,1,970,618,0,1447,2,3,52,43,8
1,1,830,618,0,2135,1,0,351,43,9
1,1,635,618,0,199,1,3,562,27,8
1,1,595,618,0,1511,1,1,1417,3,9
1,3,1680,619,0,2227,1,1,315,9,9
1,1,1345,619,0,2135,1,1,398,23,9
1,4,1040,619,0,655,1,0,279,35,9
1,1,1000,619,0,887,1,3,653,12,9
1,1,820,619,0,2135,1,3,1013,41,9
1,1,810,619,0,585,1,3,1242,43,9
1,1,680,619,0,2135,1,1,1310,41,9
1,1,1995,620,0,321,2,3,898,31,8
1,1,1850,620,0,2135,1,1,792,4,9
1,1,1650,620,0,1181,1,1,1284,47,9
1,1,1595,620,0,2135,1,1,1098,38,9
1,1,1495,620,0,1981,2,3,1020,4,8
1,1,1360,620,0,445,1,1,1177,47,8
1,1,1289,620,0,1209,1,3,797,19,9
1,1,1275,620,0,2143,1,1,1236,23,9
1,1,1269,620,0,2135,1,3,69,43,9
1,1,1225,620,0,1753,1,3,69,43,9
1,1,1212,620,0,2135,1,0,470,3,9
1,1,1195,620,0,2135,1,3,69,43,9
1,1,1145,620,0,2135,1,1,1573,51,9
1,1,1105,620,0,2135,0,3,580,30,8
1,1,1085,620,0,916,1,0,279,35,9
1,1,1055,620,0,1018,1,0,138,15,9
1,1,925,620,0,1243,1,1,681,24,9
1,1,925,620,0,415,1,3,1216,43,9
1,1,915,620,0,1538,1,3,1251,43,9
1,1,899,620,0,2135,1,3,69,43,9
1,1,899,620,0,2135,1,1,1240,44,9
1,1,899,620,0,2135,1,2,218,43,9
1,1,875,620,0,2135,1,3,69,43,9
1,1,875,620,0,2175,1,3,1502,15,9
1,1,859,620,0,2135,1,3,1216,43,9
1,1,851,620,0,104,1,1,1185,45,8
1,1,840,620,0,1313,1,3,52,43,8
1,1,825,620,0,1582,1,1,1095,45,9
1,1,799,620,0,70,1,1,89,43,8
1,1,780,620,0,1786,1,1,1539,27,9
1,2,767,620,0,2135,1,1,1099,3,9
1,1,750,620,0,2125,1,3,1466,15,3
1,1,600,620,0,1018,1,1,645,24,9
1,1,2150,621,0,2135,1,3,1467,7,9
1,2,1690,621,0,1450,1,3,69,43,9
1,3,1050,621,0,2135,1,3,69,43,9
1,1,900,621,0,1753,1,1,1099,3,9
1,1,900,621,0,2135,1,1,1420,36,9
1,1,825,621,0,2135,1,3,1415,34,9
1,1,824,621,0,1892,1,1,1155,27,8
1,3,2624,622,0,1328,1,1,1247,4,9
1,2,2145,622,0,2227,1,1,858,19,9
1,1,2000,622,0,1832,1,1,495,19,9
1,1,1460,622,0,1484,0,3,1034,20,8
1,1,1417,622,0,2243,1,1,272,14,9
1,1,1235,622,0,1642,1,1,1553,45,9
1,1,1148,622,0,2136,1,3,940,20,8
1,1,1115,622,0,1743,1,1,1385,9,9
1,1,884,622,0,1538,1,3,1242,43,9
1,1,802,622,0,1538,1,3,1242,43,9
1,1,759,622,0,961,1,1,89,43,9
1,1,739,622,0,2135,1,1,13,32,9
1,1,680,622,0,1737,1,1,1405,35,9
1,1,1970,623,0,2135,1,3,69,43,9
1,1,1335,623,0,1668,1,1,351,43,9
1,1,1294,623,0,531,1,1,507,9,9
1,1,1275,623,0,2135,1,0,1134,37,9
1,1,1240,623,0,947,1,1,161,47,9
1,1,1235,623,0,1551,1,1,304,5,9
1,1,1145,623,0,2080,1,3,69,43,9
1,3,1139,623,0,2190,2,1,304,5,8
